CIE10,DIAGNO,CLASIFICA,CDIAG
F000,DEMENCIA EN LA ENFERMEDAD DE ALZHEIMERDE COMIENZO TEMPRANOG30.0+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F000      DEMENCIA EN LA ENFERMEDAD DE ALZHEIMERDE COMIENZO TEMPRANOG30.0+
F001,DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER DE COMIENZO TARDIO G30.1+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F001      DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER DE COMIENZO TARDIO G30.1+
F002,DEMENCIA EN LA ENFERM DE ALZHEIMER ATIPICA O DE TIPO MIXTO G30.8+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F002      DEMENCIA EN LA ENFERM DE ALZHEIMER ATIPICA O DE TIPO MIXTO G30.8+
F009,DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA G30.9+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F009      DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA G30.9+
F01,DEMENCIA VASCULAR,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F01       DEMENCIA VASCULAR
F010,DEMENCIA VASCULAR DE COMIENZO AGUDO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F010      DEMENCIA VASCULAR DE COMIENZO AGUDO
F011,DEMENCIA VASCULAR POR INFARTOS MULTIPLES,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F011      DEMENCIA VASCULAR POR INFARTOS MULTIPLES
F012,DEMENCIA VASCULAR SUBCORTICAL,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F012      DEMENCIA VASCULAR SUBCORTICAL
F013,DEMENCIA VASCULAR MIXTA CORTICAL Y SUBCORTICAL,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F013      DEMENCIA VASCULAR MIXTA CORTICAL Y SUBCORTICAL
F018,OTRAS DEMENCIAS VASCULARES,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F018      OTRAS DEMENCIAS VASCULARES
F019,DEMENCIA VASCULAR NO ESPECIFICADA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F019      DEMENCIA VASCULAR NO ESPECIFICADA
F02,DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F02       DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F020,DEMENCIA EN LA ENFERMEDAD DE PICK G3L.0+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F020      DEMENCIA EN LA ENFERMEDAD DE PICK G3L.0+
F021,DEMENCIA EN LA ENFERMEDAD DE CREUTZFELDT-JAKOB A81.0+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F021      DEMENCIA EN LA ENFERMEDAD DE CREUTZFELDT-JAKOB A81.0+
F022,DEMENCIA EN LA ENFERMEDAD DE HUNTINGTON GL0+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F022      DEMENCIA EN LA ENFERMEDAD DE HUNTINGTON GL0+
F023,DEMENCIA EN LA ENFERMEDAD DE PARKINSON G20+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F023      DEMENCIA EN LA ENFERMEDAD DE PARKINSON G20+
F024,DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA VIH B22.0+,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F024      DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA VIH B22.0+
F028,DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F028      DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE
F03,DEMENCIA NO ESPECIFICADA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F03       DEMENCIA NO ESPECIFICADA
F04,SINDROME AMNESICO ORGANICO NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F04       SINDROME AMNESICO ORGANICO NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS
F05,DELIRIO NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F05       DELIRIO NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS
F050,DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA ASI DESCRITO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F050      DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA ASI DESCRITO
F051,DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F051      DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA
F058,OTROS DELIRIOS,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F058      OTROS DELIRIOS
F059,DELIRIO NO ESPECIFICADO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F059      DELIRIO NO ESPECIFICADO
F06,OTROS TRASTORNOS MENTALES DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F06       OTROS TRASTORNOS MENTALES DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA
F060,ALUCINOSIS ORGANICA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F060      ALUCINOSIS ORGANICA
F061,TRASTORNO CATATONICO ORGANICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F061      TRASTORNO CATATONICO ORGANICO
F062,TRASTORNO DELIRANTE ESQUIZOFRENIFORME ORGANICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F062      TRASTORNO DELIRANTE ESQUIZOFRENIFORME ORGANICO
F063,TRASTORNOS DEL HUMOR AFECTIVOS ORGANICOS,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F063      TRASTORNOS DEL HUMOR AFECTIVOS ORGANICOS
F064,TRASTORNO DE ANSIEDAD ORGANICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F064      TRASTORNO DE ANSIEDAD ORGANICO
F065,TRASTORNO DISOCIATIVO ORGANICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F065      TRASTORNO DISOCIATIVO ORGANICO
F066,TRASTORNO DE LABILIDAD EMOCIONAL ASTENICO ORGANICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F066      TRASTORNO DE LABILIDAD EMOCIONAL ASTENICO ORGANICO
F067,TRASTORNO COGNOSCITIVO LEVE,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F067      TRASTORNO COGNOSCITIVO LEVE
F068,OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F068      OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA
F069,TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F069      TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA
F07,TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD LESION O DISFUNCION CEREBRAL,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F07       TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD LESION O DISFUNCION CEREBRAL
F070,TRASTORNO DE LA PERSONALIDAD ORGANICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F070      TRASTORNO DE LA PERSONALIDAD ORGANICO
F071,SINDROME POSTENCEFALITICO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F071      SINDROME POSTENCEFALITICO
F072,SINDROME POSTCONCUSIONAL,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F072      SINDROME POSTCONCUSIONAL
F078,OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD LESION Y DISFUCION CEREBRALES,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F078      OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD LESION Y DISFUCION CEREBRALES
F079,TRASTORNO ORGANICICO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO NO ESPECIFICADO DEBIDO A ENFERMEDAD LESION Y DISFUNCION CEREBRAL,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F079      TRASTORNO ORGANICICO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO NO ESPECIFICADO DEBIDO A ENFERMEDAD LESION Y DISFUNCION CEREBRAL
F09,TRASTORNO MENTAL ORGANICO O SINTOMATICO NO ESPECIFICADO,"ESQUIZOFRENIA,TRASTORNOS ESQUIZOTÍPICOS Y TRASTORNOS DELIRANTES",F09       TRASTORNO MENTAL ORGANICO O SINTOMATICO NO ESPECIFICADO
F10,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL,TRASTORNOS DEL HUMOR (AFECTIVOS),F10       TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL
F100,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL INTOXICACION AGUDA,TRASTORNOS DEL HUMOR (AFECTIVOS),F100      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL INTOXICACION AGUDA
F101,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR EL USO DE ALCOHOL USO NOCIVO,TRASTORNOS DEL HUMOR (AFECTIVOS),F101      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR EL USO DE ALCOHOL USO NOCIVO
F102,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL SINDROME DE DEPENDENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F102      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL SINDROME DE DEPENDENCIA
F103,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL ESTADO ABSTINENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F103      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL ESTADO ABSTINENCIA
F104,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO ALCOHOL ESTADO ABSTINENCIA CON DELIRIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F104      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO ALCOHOL ESTADO ABSTINENCIA CON DELIRIO
F105,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL TRASTORNO PSICOTICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F105      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL TRASTORNO PSICOTICO
F106,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL SINDROME AMNESICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F106      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL SINDROME AMNESICO
F107,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO ALCOHOL TRASTORNO PSICOTICO RESIDUAL C TARDIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F107      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO ALCOHOL TRASTORNO PSICOTICO RESIDUAL C TARDIO
F108,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO ALCOHOL OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO,TRASTORNOS DEL HUMOR (AFECTIVOS),F108      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO ALCOHOL OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO
F109,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL TRASTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS,TRASTORNOS DEL HUMOR (AFECTIVOS),F109      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE ALCOHOL TRASTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS
F11,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS,TRASTORNOS DEL HUMOR (AFECTIVOS),F11       TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS
F110,TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS INTOXICACION AGUDA,TRASTORNOS DEL HUMOR (AFECTIVOS),F110      TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS INTOXICACION AGUDA
F111,TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS USO NOCIVO,TRASTORNOS DEL HUMOR (AFECTIVOS),F111      TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS USO NOCIVO
F112,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR EL USO DE OPIACEOS SINDROME DE DEPENDENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F112      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR EL USO DE OPIACEOS SINDROME DE DEPENDENCIA
F113,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE OPIACEOS ESTADO DE ABSTINENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F113      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE OPIACEOS ESTADO DE ABSTINENCIA
F114,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS ESTADO ABSTINENCIA DELIRIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F114      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS ESTADO ABSTINENCIA DELIRIO
F115,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE OPIACEOS TRASTORNO PSICOTICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F115      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE OPIACEOS TRASTORNO PSICOTICO
F116,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS SINDROME AMNESICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F116      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS SINDROME AMNESICO
F117,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS TRASTORNO PSICOTICO RESIDUAL C TARDIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F117      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS TRASTORNO PSICOTICO RESIDUAL C TARDIO
F118,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE OPIACEOS OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO,TRASTORNOS DEL HUMOR (AFECTIVOS),F118      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE OPIACEOS OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO
F119,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS TRASTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS,TRASTORNOS DEL HUMOR (AFECTIVOS),F119      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO OPIACEOS TRASTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS
F12,TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES,TRASTORNOS DEL HUMOR (AFECTIVOS),F12       TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES
F120,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES INTOXICACION AGUDA,TRASTORNOS DEL HUMOR (AFECTIVOS),F120      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES INTOXICACION AGUDA
F121,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES USO NOCIVO,TRASTORNOS DEL HUMOR (AFECTIVOS),F121      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES USO NOCIVO
F122,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES SINDROME DEPENDECIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F122      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES SINDROME DEPENDECIA
F123,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO CANNABINOIDES ESTADO ABSTINENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F123      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO CANNABINOIDES ESTADO ABSTINENCIA
F124,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO CANNABINOIDES ESTADO ABSTINENCIA DELIRIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F124      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO CANNABINOIDES ESTADO ABSTINENCIA DELIRIO
F125,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES TRASTORNO PSICOTICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F125      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES TRASTORNO PSICOTICO
F126,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES SINDROME AMNESICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F126      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES SINDROME AMNESICO
F127,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES TRASTORNO PSICOTICO RESIDUAL C TARDIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F127      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES TRASTORNO PSICOTICO RESIDUAL C TARDIO
F128,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO,TRASTORNOS DEL HUMOR (AFECTIVOS),F128      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO
F129,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES TRANSTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS,TRASTORNOS DEL HUMOR (AFECTIVOS),F129      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE CANNABINOIDES TRANSTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS
F13,TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO SEDANTES O HIPNOTICOS,TRASTORNOS DEL HUMOR (AFECTIVOS),F13       TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO SEDANTES O HIPNOTICOS
F130,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS INTOXICACION AGUDA,TRASTORNOS DEL HUMOR (AFECTIVOS),F130      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS INTOXICACION AGUDA
F131,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS USO NOCIVO,TRASTORNOS DEL HUMOR (AFECTIVOS),F131      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS USO NOCIVO
F132,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS SINDROME DE DEPENDENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F132      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS SINDROME DE DEPENDENCIA
F133,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS ESTADO ABSTINENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F133      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS ESTADO ABSTINENCIA
F134,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS ESTADO ABSTINENCIA DELIRIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F134      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS ESTADO ABSTINENCIA DELIRIO
F135,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS TRASTORNO PSICOTICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F135      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS TRASTORNO PSICOTICO
F136,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS SINDROME AMNESICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F136      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS SINDROME AMNESICO
F137,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS TRASTORNO PSICOTICO RESIDUAL C TARDIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F137      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS TRASTORNO PSICOTICO RESIDUAL C TARDIO
F138,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO,TRASTORNOS DEL HUMOR (AFECTIVOS),F138      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS OTROS TRASTORNOS MENTALES Y DE COMPORTAMIENTO
F139,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS TRASTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS,TRASTORNOS DEL HUMOR (AFECTIVOS),F139      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE SEDANTES O HIPNOTICOS TRASTORNOS MENTALES Y DE COMPORTAMIENTO NO ESPECIFICADOS
F14,TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE COCAINA,TRASTORNOS DEL HUMOR (AFECTIVOS),F14       TRASTORNOS MENTALES Y DE COMPORTAMIENTO DEBIDOS AL USO DE COCAINA
F140,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA INTOXICACION AGUDA,TRASTORNOS DEL HUMOR (AFECTIVOS),F140      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA INTOXICACION AGUDA
F141,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA USO NOCIVO,TRASTORNOS DEL HUMOR (AFECTIVOS),F141      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA USO NOCIVO
F142,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA SINDROME DEPENDENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F142      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA SINDROME DEPENDENCIA
F143,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA ESTADO ABSTINENCIA,TRASTORNOS DEL HUMOR (AFECTIVOS),F143      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA ESTADO ABSTINENCIA
F144,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA ESTADO ABSTINENCIA CON DELIRIO,TRASTORNOS DEL HUMOR (AFECTIVOS),F144      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA ESTADO ABSTINENCIA CON DELIRIO
F145,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA TRASTORNO PSICOTICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F145      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA TRASTORNO PSICOTICO
F146,TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA SINDROME AMNESICO,TRASTORNOS DEL HUMOR (AFECTIVOS),F146      TRASTORNOS MENTALES Y DE COMPORTAMIENTO POR USO DE COCAINA SINDROME AMNESICO
